,text,sentiment
2034,"""Wszystko pieknie sprawnie""",positive
2035,"""wszystko ok. ekspresowa dostawa. polecam tego alegrowicza""",positive
2036,"""polecam""",positive
2037,"""Szybka realizacja zamówienia.""",positive
2038,"""Transakcja przebiegła pomyślnie. Polecam w 100%""",positive
2039,"""Super   """,positive
2040,"""ok""",positive
2041,"""Świetne patelnie, szybka wysyłka, polecam! :) """,positive
2042,"""ok""",positive
2043,"""Polecam""",positive
2044,"""Transakcja przebiegła pomyślnie, POLECAM!!!!!!!!!!!!!!!!!!!!!!""",positive
2045,"""Towar zgodny z opisem, szybka wysyłka. Gorąco polecam sprzedającego.""",positive
2046,"""Trudno mi określić jakość gdyż to mój pierwszy taki głośnik... """,positive
2047,"""Odebrałem, przesyłka kompletna, towar sprawny. """,positive
2048,"""Mega super sprzedawca . POLECAM.""",positive
2049,"""Bardzo szybka dostawa""",positive
2050,"""ok""",positive
2051,"""polecam, szybka dostawa""",positive
2052,"""Udany zakup. Polecam! """,positive
2053,"""Wszystko ok, Polecam ;-)""",positive
2054,"""Golarka to bardzo dobry zakup. Świetnie ,,goli,,ubrania Polecam""",positive
2055,"""Polecam """,positive
2056,"""Świetny odkurzacz""",positive
2057,"""Bateria trzyma mniej niż 16 godzin, poza tym wszystko ideolo """,positive
2058,"""Sprzedawca na plus POLECAM""",positive
2059,"""wszystko na tip top polecam serdecznie""",positive
2060,"""Po 3 dniach użytkowania wszystko ok, same superlatywy. Polecam.""",positive
2061,"""Wzorowa transakcja. Szybka wysyłka. Polecam!""",positive
2062,"""Super""",positive
2063,"""Wszystko ok :)""",positive
2064,"""Szybka i bezproblemowa wysyłka, towar zgodny z opisem.""",positive
2065,"""polecam""",positive
2066,"""Szybka i bezproblemowa wysyłka, towar zgodny z opisem.""",positive
2067,"""Produkt zgodny z opisem, szybka wysyłka.""",positive
2068,"""Wszystko ok polecam""",positive
2069,"""Produkty świetne, popracowałabym jedynie nad redukcją plastiku i folii w przygotowaniu paczek do wysyłki """,positive
2070,"""Jedne z najniższych cen! Szybka wysyłka!""",positive
2071,"""Polecam""",positive
2072,"""Szybką wysyłka. Polecam """,positive
2073,"""Polecam !!!""",positive
2074,"""Gofrownica działa bardzo dobrze, gofry wychodzą bardzo chrupiące :-) czas pieczenia około 4minuty. Towar bardzo dobry, kontakt ze sprzedającym szybki.Polecam.""",positive
2075,"""Polecam""",positive
2076,"""wszystko super ale problemem nie do przejscia u nich jest korekta faktury z osoby prywatnej na firme. pierwsza firma ktora robi z tego problem!!  ogolnie polecam """,positive
2077,"""Polecam""",positive
2078,"""Mega szyba wysyłka, towar zgodny z opisem, kolejne słuchawki sony i kolejny uśmiech na twarzy. Polecam """,positive
2079,"""Wszystko ok. Polecam""",positive
2080,"""POLECAM!!! Bardzo szybko i zgodnie z zamówieniem. """,positive
2081,"""szybko zgodnie z umową""",positive
2082,"""Mega pozytyw dla tego Allegrowicza! Szybka wysyłka, miła obsługa i wszystko w 100% zgodne z opisem! Polecam 5 gwiazdek""",positive
2083,"""wszystko zgodnie z opisem, polecam""",positive
2084,"""Towar zgodny z oczekiwaniami. Profesjonalne podejście i ekspresowa realizacja. Polecam!""",positive
2085,"""Szybka wysyłka, towar zgodny z opisem, polecam!""",positive
2086,"""Szybka wysyłka, towar zgodny z opisem, polecam!""",positive
2087,"""Szybka wysyłka, towar zgodny z opisem, polecam!""",positive
2088,"""Bardzo szybka przesyłka, telewizor też super""",positive
2089,"""polecam!!!""",positive
2090,"""Działa bez zarzutu. Jedyna wada, to słabe mocowanie dyfuzora. """,positive
2091,"""Mega szybka wysyłka, towar jak w opisie. Polecam!""",positive
2092,"""ekstra dziękujemy polecamy""",positive
2093,"""Polecam """,positive
2094,"""wszystko OK""",positive
2095,"""polecam ten model tv""",positive
2096,"""Ok.""",positive
2097,"""OK""",positive
2098,"""Polecam Sprzedawcę. Szybka wysyłka i produkt zgodny z opisem. Życzyłbym sobie samych takich Sprzedawców na Allegro.""",positive
2099,"""Kupuję tu już któryś raz z kolei - pewnie, szybko i fajna cena :-)""",positive
2100,"""ok""",positive
2101,"""najtańsze na allegro + darmowa dostawa """,positive
2102,"""rewelacja  """,positive
2103,"""Wszystko super! Towar pełnowartościowy i dobrze zabezpieczony. Szybka wysyłka""",positive
2104,"""Szybko """,positive
2105,"""Świetny produkt, ekspresowa wysyłka, bardzo dziękuję i polecam!""",positive
2106,"""Wszystko super polecam!""",positive
2107,"""Wszystko super polecam!""",positive
2108,"""Polecam! Super kontakt i wysyłka. """,positive
2109,"""Polecam""",positive
2110,"""Bardzo polecam. Kolejny trafiony zakup w tej firmie. Szybka i sprawna dostawa, wszystkie otrzymane sprzęty działają.""",positive
2111,"""Jak dla mnie rewelacyjna  1) głębokie , szerokie  wytłoczenia , przez co nie są zgniecione  kanapki 2) ładny wzorek na wytłoczeniach  3) jest moc - szybko chleb się zapieka.""",positive
2112,"""Polecam """,positive
2113,"""polecam""",positive
2114,"""Czas dostawy niezgodny z opisem - kilkudniowe opóźnienie""",positive
2115,"""polecam""",positive
2116,"""Mikrofon przyszedł w pudełku, które było widać że było rzucane mocno. Ale sam mikrofon działa i bardzo dobrze się sprawuje. """,positive
2117,"""bardzo szybka przesyłka """,positive
2118,"""Transakcja bezproblemowa. Polecam""",positive
2119,"""patelnia ok, natomiast pokrywka niezbyt dopasowana. """,positive
2120,"""Polecam mega szybka wysyłka pełen profesionalizm """,positive
2121,"""ok""",positive
2122,"""Słuchawki są świetne.  """,positive
2123,"""Polecam """,positive
2124,"""Transakcja przebiegła pomyślnie.Polecam""",positive
2125,"""Super.  bardzo polecam """,positive
2126,"""Szybko""",positive
2127,"""Wszystko ok, szybka dostawa, towar fabrycznie zapakowany. Polecam sprzedawcę.""",positive
2128,"""Wszystko sprawnie i bez problemów""",positive
2129,"""Polecam""",positive
2130,"""Polecam""",positive
2131,"""Suszarka cudo , dostawa ok, wszystko jak w opisie. """,positive
2132,"""Polecam """,positive
2133,"""Trochę trawala wysyłka ale wszystko dojechało :)""",positive
2134,"""Piękny ,bardzo fajny""",positive
2135,"""Polecam""",positive
2136,"""POLECAM!!! """,positive
2137,"""Masno fest""",positive
2138,"""Błyskawiczna wysyłka 24h. Polecam""",positive
2139,"""Profesjonalna obsługa. Szybka dostawa""",positive
2140,"""polecam""",positive
2141,"""Szybko i sprawnie. Polecam!!! """,positive
2142,"""Pełen profesjonalizm - szybka wysyłka, dobrze zabezpieczony towar oraz paczka. Informacje na bieżąco na email. Polecam""",positive
2143,"""Szybko i tanio Polecam !!!""",positive
2144,"""Polecam,polecam,polecam.""",positive
2145,"""Polecam wszystko OK!!!""",positive
2146,"""Towar zgodny z opisem. Wszystko poszło bardzo sprawnie. Polecam tego Sprzedawcę.""",positive
2147,"""SUPER """,positive
2148,"""Bardzo dobra jakość obrazu, dobry kąt widzenia, ekspresowa automatyczna instalacja""",positive
2149,"""Transakcja przebiegła pomyślnie. Serdecznie polecam.""",positive
2150,"""ok.""",positive
2151,"""ok""",positive
2152,"""Polecam w 100%""",positive
2153,"""Towar super zgodny z opisem. Polska gwarancja 24 miesiące. Wysyłka w ten sam dzień. Polecam.""",positive
2154,"""Towar super zgodny z opisem. Polska gwarancja 24 miesiące. Wysyłka w ten sam dzień. Polecam.""",positive
2155,"""Wszystko super. Polecam """,positive
2156,"""Słuchawki jak do ceny - dobre""",positive
2157,"""Natychmiastowa realizacja, towar bez zarzutu, bardzo dobry kontakt. Polecam!""",positive
2158,"""Wszystko przebiegło bardzo sprawnie. Dobry kontakt ze strony sklepu.  Szacowany czas dostawy określony był na Allegro jako środa-czwartek, faktycznie dostawa nastąpiła w sobotę - w moim przypadku akurat to mi pasowało, ale jak ktoś zamawia w sytuacji gdy stary sprzęt padł, to może być pewna uciążliwość, warto wziąć to pod uwagę. """,positive
2159,"""OK""",positive
2160,"""Towar zakupiony w pełni zgodny z aukcją , Polecam Sprzedającego . """,positive
2161,"""Polecam wszystko ok""",positive
2162,"""ok""",positive
2163,"""Ekspresowa przesyłka. Polecam""",positive
2164,"""Bardzo solidny produkt.""",positive
2165,"""szybka przesylka, wszytsko jak nalezy""",positive
2166,"""Super fotel. Polecam!""",positive
2167,"""Uwaga, zlew ma wycięte 2 otwory. Na zdjęciu ich nie ma. Także rozmieszczenie kranu z góry ustalone. """,positive
2168,"""Błyskawiczna realizacja zamówienia, sprzęt jest świetny jakościowo, jestem bardzo zadowolona.""",positive
2169,"""ok""",positive
2170,"""Polecam!""",positive
2171,"""Wszystko w najlepszym porządku""",positive
2172,"""Jak zwykle bez problemów u tego sprzedawcy. Nigdy się nie zawiodłam :)""",positive
2173,"""Jak zawsze bez problemowe zakupy.""",positive
2174,"""Polecam """,positive
2175,"""ok""",positive
2176,"""Bardzo szybka dostawa.""",positive
2177,"""Towar zgodny z opisem, bardzo szybka przesyłka. Polecam. """,positive
2178,"""Wszystkie super produkt sprzedający i transport polecam """,positive
2179,"""Wszystko ok.""",positive
2180,"""ok""",positive
2181,"""Towar zgodny z opisem.""",positive
2182,"""Super takiej szukałam. """,positive
2183,"""Tablet yoga tab 3 idealny bardzo szybka wysyłka jak najbardziej Polecam """,positive
2184,"""Dziękuję i polecam.""",positive
2185,"""jak zwykle,  idealnie wszystko!""",positive
2186,"""Wszystko ok!""",positive
2187,"""Cudna, dobry zakup, opcja wniesienia świetną, suszy działa i jeszcze promocja Boscha 300 zl""",positive
2188,"""wszystko jak najbardziej ok""",positive
2189,"""Ekspresowa przesyłka. Polecam""",positive
2190,"""Expresowe przesyłka na drugi dzień """,positive
2191,"""Wszystko się zgadza  Pozdrawiam """,positive
2192,"""Polecam """,positive
2193,"""Szybka i bezproblemowa transakcja. Polecam """,positive
2194,"""Polecam""",positive
2195,"""Dostawa w mniej niż 24 godziny. No cudnie""",positive
2196,"""Bardzo szybka wysylka. Towar zgodny z opisem""",positive
2197,"""Po nocy porównań z użytkowanym Polarem zwróciłem, ale z żalem. Dostawa przesyłki, profesjonalne przyjęcie zwrotu, błyskawiczne rozliczenie należności. Jak w przyszłości zmienię obecny zegarek na nowy (Garmin, Polar, nie wiem), to OleOle będzie #1 na liście sprzedawców.""",positive
2198,"""bezproblemowy zakup""",positive
2199,"""Wszystko Ok polecam""",positive
2200,"""Polecam wszystko ok.""",positive
2201,"""Dobry i nie drogi monitor poza tym szybka wysyłka """,positive
2202,"""Wszystko OK""",positive
2203,"""Super!""",positive
2204,"""Wszystko ok.""",positive
2205,"""Super""",positive
2206,"""Elegancki młynek i cichy """,positive
2207,"""Szybka wysyłka. Towar zgodny z opisem. Polecam :)""",positive
2208,"""Polecam !!""",positive
2209,"""Polecam !!""",positive
2210,"""Polecam""",positive
2211,"""Towar zgodny z opisem. Szybka wysyłka, faktura elektroniczna wysłana przez sprzedawcę w dniu doręczenia produktu. Polecam! """,positive
2212,"""Zdecydowanie polecam. Szybka dostawa""",positive
2213,"""bardzo szybko !towar OK""",positive
2214,"""Po początkowych problem z konfiguracja wszystko działa jak trzeba. Polecam!""",positive
2215,"""OK""",positive
2216,"""polecam tego allegrowicza w 100% mop elegancki. pozdrawiam. """,positive
2217,"""Polecam! Transakcja przebiegła pomyślnie. """,positive
2218,"""Synek jest zachwycony :):):)""",positive
2219,"""Ok""",positive
2220,"""Super!""",positive
2221,"""Wszystko jak w opisie""",positive
2222,"""Polecam 100 %""",positive
2223,"""Bardzo szybka wysyłka """,positive
2224,"""Dziękuję bardzo! """,positive
2225,"""Szybko. Zdecydowanie polecam.""",positive
2226,"""Swietny parowar, kupilam mamie, a swój używam juz przynajmniej dwa lata dzien w dzien :)Polecam """,positive
2227,"""Towar zgodny z opisem. Dobra jakość. Bardzo szybka wysyłka. Polecam.""",positive
2228,"""Godny polecenia sprzedawca. """,positive
2229,"""Polecam""",positive
2230,"""bardzo wytrzymały produkt polecam""",positive
2231,"""oki""",positive
2232,"""ok""",positive
2233,"""Szybko i sprawnie""",positive
2234,"""Trafiony zakup, szybka przesyłka""",positive
2235,"""Sprawnie i w miłej atmosferze. Polecam :)""",positive
2236,"""Ok polecam""",positive
2237,"""Znowu cena poszła w górę dzięki pandemi """,positive
2238,"""jestem MEGA zadowolona!!! polecam!!!""",positive
2239,"""Wszystko zgodne z opisem, szybka wysyłka. Polecam serdecznie!!""",positive
2240,"""Polecam """,positive
2241,"""Serdecznie polecam sprzedającego dziękuję i pozdrawiam """,positive
2242,"""polecam""",positive
2243,"""Pierwszy nawilżacz był uszkodzony, ale bez problemu został wymieniony""",positive
2244,"""bardzo fajna maszyna, świetnie sobie radzi z pracami domowymi. Nie ma czego się obawiać, to nie jest zabawka. :)""",positive
2245,"""Ok""",positive
2246,"""Polecam""",positive
2247,"""Szybka dostawa, wszystko zgodnie z opisem. Polecam.""",positive
2248,"""super sprawa, przynajmniej do Netflix, działa świetnie, nie zacina. srzedawca- pełen profesjonalizm. polecam.""",positive
2249,"""Spaw a przesyłka""",positive
2250,"""Polecam! Świetny kontakt mailowy i mega błyskawiczna dostawa! Towar zgodny z opisem!""",positive
2251,"""wszystko ok. polecam""",positive
2252,"""Transakcja przebiegła bezproblemowo""",positive
2253,"""Polecam!!!""",positive
2254,"""Szybko i sprawnie, polecam """,positive
2255,"""Tatalny szok. Wczoraj wieczorem zamówiłem - dziś przed południem odebrałem.  100 % satysfakcji !!!  Dziękuję!""",positive
2256,"""Super produkt, wysyłka ekspresowa :) """,positive
2257,"""Wszystko w porządku. Polecam.""",positive
2258,"""Wszystko gra zgodnie z opisem aukcji super """,positive
2259,"""Ok""",positive
2260,"""Wysyłka w dniu zakupu, dobrze zabezpieczona. Polecam """,positive
2261,"""Wszystko w porządku jak na początek, urządzenie spełnia swoją funkcję  """,positive
2262,"""Transakcja błyskawiczna i bezproblemowa. Towar w 100% zgodny z opisem. Polecam!""",positive
2263,"""Polecam. Szybko i bez problemow. """,positive
2264,"""Zadowolona""",positive
2265,"""Polecam, pełen profesjonalizm""",positive
2266,"""Wszystko w porządku! Nie pierwsze i nie ostatnie zakupy tutaj :)""",positive
2267,"""Działa wszystko ok polecam""",positive
2268,"""Zamówiłem po południu i rano następnego dnia mogłem odebrać w paczkomacie. Szybko i sprawnie. 100% jakości.""",positive
2269,"""Wok posiada drobne zarysowania przetarcia. Poza tym reszta wszystko ok. Solidne patelnie """,positive
2270,"""polecam """,positive
2271,"""Wszystko w najlepszym porządku. Sprzęt i dostawa super. Polecam wszystkim.""",positive
2272,"""Wszystko Ok.Polecam serdecznie""",positive
2273,"""Mój ulubiony czajnik, polecam""",positive
2274,"""Świetny mop. Z czystym sumieniem polecam""",positive
2275,"""Zakup bardzo udany. Zdecydowanie polecam""",positive
2276,"""towar przybył w mniej niż 24 h. polecam. """,positive
2277,"""Mikser sprawuje się doskonale, nie jest tak głośny jak poprzedni zelmerowski. Paczka była u mnie następnego dnia po zakupie, w pełni polecam. """,positive
2278,"""Rewelacja - bateria kosior.Grają naprawdę ciekawie jak za tą kasę """,positive
2279,"""Jestem zachwycona dziękuję :)""",positive
2280,"""szybko i sprawnie""",positive
2281,"""Dostarczone z prędkością światła :-)""",positive
2282,"""Polecam""",positive
2283,"""Wszystko ok""",positive
2284,"""Git""",positive
2285,"""Błyskawiczna realizacja zamówienia. """,positive
2286,"""Wszystko ok""",positive
2287,"""Ok.""",positive
2288,"""mega szybko i sprawnie""",positive
2289,"""Wszystko ok. Polecam!""",positive
2290,"""Szybka realizacja zamówienia, sprzęt sprawny. Niestety zostałam się sama do wniesienia telewizora 55""...  Brak informacji na allegro o tym, że towar należy wnieść samemu.  Trzeba szukać dopiero na stronie sklepu, że jest to usługa dodatkowo płatna... """,positive
2291,"""Oczekiwanie na wysyłkę .""",positive
2292,"""Wszystko super""",positive
2293,"""Polecam """,positive
2294,"""Zachowanie sprzedawcy na najwyższym poziomie światowym,normalnie maestro""",positive
2295,"""dobrze mieli polecam i szybko """,positive
2296,"""Bardzo szybka wysylka, polecam!""",positive
2297,"""szybko """,positive
2298,"""Polecam""",positive
2299,"""Idealnie.""",positive
2300,"""Ekspresowa wysyłka """,positive
2301,"""Polecam """,positive
2302,"""Polecam!""",positive
2303,"""Szybka realizacja zamówienia, szybka wysyłka, towar zgodny z opisem i oczekiwaniami. Wszystko OK. Polecam""",positive
2304,"""Zakup udany połowicznie. Worki do odkurzacza - niczego nie można zarzucić. Natomiast warto by zaznaczyć że folia ochronna, którą Państwo sprzedajecie jest na Iphone SE 2020 a nie zwykłe SE ;( Poza tym nie mogę narzekać - szybka przesyłka.""",positive
2305,"""Gra nowa, zafoliowana. Polecam.""",positive
2306,"""Wszystko bezproblemowo.""",positive
2307,"""Bardzo polecam kontakt bardzo dobry. Odkurzacz super.""",positive
2308,"""słabo zabezpieczone! na szczęście sprzęt dotarł w całości. """,positive
2309,"""Polecam""",positive
2310,"""Wszystko OK , polecam;""",positive
2311,"""Wszystko zgodne z opisem, polecam""",positive
2312,"""ekspresowa wysyłka. polecam!!""",positive
2313,"""wszystko ok  """,positive
2314,"""To mój kolejny zakup i wciąż jestem zadowolona """,positive
2315,"""polecam""",positive
2316,"""zgodnie z opisem""",positive
2317,"""Super produkt.""",positive
2318,"""Ekspresowa wysyłka. Polecam """,positive
2319,"""Bardzo dobra, udana transakcja""",positive
2320,"""Dostawa b.szybka. Wyrób doskonale zapakowany. Gorąco polecam.""",positive
2321,"""Błyskawiczna wysyłka, takich Sprzedających oby jak najwięcej. Polecam""",positive
2322,"""Polecam produkt""",positive
2323,"""polecam!""",positive
2324,"""super sprzedawca, przesyłka bardzo szybka, dvd spoko""",positive
2325,"""Polecam""",positive
2326,"""Bardzo dobry zakup. Polecam.""",positive
2327,"""Szybko, bezproblemowo i w dobrej cenie! Polecam!""",positive
2328,"""ok., ekspresowa wysyłka. """,positive
2329,"""Jak najbardziej polecam. gofrownica jest często używana""",positive
2330,""":):):)""",positive
2331,"""Polecam gorąco """,positive
2332,"""Super""",positive
2333,"""Wzorowo, polecam Wszystkim.""",positive
2334,"""Wszystko Ok""",positive
2335,"""Mop vileda zgodny z opisem szybka wysyłka polecam """,positive
2336,"""Bez uwag, przesyłka dziś dotarła.""",positive
2337,"""Wszystko jak w ofercie, błyskawiczna dostawa, szczerze polecam.""",positive
2338,""" Tablet działa dobrze, trochę za słaba ostrość.""",positive
2339,"""Bardzo szybka dostawa. Wysłano nawet kurierem zamiast listem poleconym. Polecam sklep.""",positive
2340,"""wszystko w porządku. szybka dostawa i co najważniejsze w cenie.""",positive
2341,"""Super, kontrahent, polecam sprzedającego  """,positive
2342,"""Ok """,positive
2343,"""Wszystko ok""",positive
2344,"""Wszystko OK!""",positive
2345,"""Rzetelny Sprzedający. Polecam!""",positive
2346,"""Super zakup polecam bardzo.  """,positive
2347,"""Polecam""",positive
2348,"""ekspresowa wysyłka i dostawa. polecam!""",positive
2349,"""Polecam""",positive
2350,"""Tak ekspresowej przesyłki nigdy nie miałam. Jeden dzień i paczka jest na miejscu. Polecam""",positive
2351,"""Transakcja idealna. Szybka dostawa. Polecam.""",positive
2352,"""Towar zgodny z opisem. Expresowo wysłany. Polecam.""",positive
2353,"""Polecam. Momentalnie przestałem pić kawę. """,positive
2354,"""polecam""",positive
2355,"""bez uwag.""",positive
2356,"""Wszystko bardzo sprawnie, towar zgodny z opisem - polecam.""",positive
2357,"""Wszystko dobrze i sprawnie. Dziękuję. """,positive
2358,"""Przesyłka ekspresowa, towar zgodny z opisem. """,positive
2359,"""Wszystko w prawidłowym porządku! Polecam!""",positive
2360,"""ok""",positive
2361,"""Szybka i profesjonalna realizacja zamówienia. Produkt zgodny z opisem. POLECAM""",positive
2362,"""Ładny wygląd. Dzbanek sprawdza się dobrze i jak na razie (po dwóch tygodniach użytkowania) w czajniku nie ma kamienia.""",positive
2363,"""Szybka wysyłka. Polecam""",positive
2364,"""Dobra cena i produkt. OleOle nigdy mnie nie zawiodło""",positive
2365,"""Dziękuje """,positive
2366,"""polecam""",positive
2367,"""kolejny raz super""",positive
2368,"""Toster działa, ale należałoby zamieścić w opisie, że kolor jest w połysku, wszystkie zdjęcia wskazują na mat, głownie to było powodem zakupu. Szkoda:(""",positive
2369,"""BARDZO szybka i profesjonalna obsługa. Polecam!!""",positive
2370,"""Szybko, sprawnie, towar bez zarzutów. """,positive
2371,"""ok""",positive
2372,"""ok""",positive
2373,"""szybko, bez problemów. więcej nie mogę napisać, bo dopiero od tygodnia w użyciu.""",positive
2374,"""Polecam""",positive
2375,"""Szybka bezproblemowa transakcja. Paczka dotarła w  stanie delikatnego zmasakrowania. Widać kurier Inpostu miał zły dzień. Na szczęście zawartość była w miarę ok, nie licząc pogniecionych pudełek z kapsułkami. """,positive
2376,"""Sprzęt działa, jest sprawny, przesyłka bardzo szybko dotarła. Do negatywów należy zaliczyć brak paragonu oraz karton rozdarty w taki sposób, że nie mam wątpliwości, że ktoś rozpakował sprzęt przed wysłaniem.""",positive
2377,"""super moto""",positive
2378,"""bardzo szybka dostawa""",positive
2379,"""Mega szybko, sprawnie i profesjonalnie. Każdemu życzę takiego sprzedawcy!""",positive
2380,"""Rewelacja """,positive
2381,"""Dobry produkt za rozsądną cenę   """,positive
2382,"""Jestem bardzo pozytywnie zaskoczony szybkością i jakością towaru. Wszystko na wysokim poziomie.  Polecam i napewno będę korzystać z Ole Ole""",positive
2383,"""Polecam kupiłem już drugi""",positive
2384,"""Polecam 100% Szybko sprawnie gorąco polecam. """,positive
2385,"""produkt ok, bardzo szybka dostawa!""",positive
2386,"""Rewelacja ! Tak szybkiej dostawy się nie spodziewałem. Paczkę otrzymałem po 24 godzinach od złożenia zamówienia. Towar oczywiście zgodny z opisem. Polecam ten sklep !!!""",positive
2387,"""Wszystko ok, polecam""",positive
2388,"""wszystko jak należy, przesyłka u mnie w półtorej dnia""",positive
2389,"""Towar zgodny z opisem w 100 % bardzo szybka przesyłka polecam sprzedającego !!!""",positive
2390,"""Towar zgodny z opisem w 100 % bardzo szybka przesyłka polecam sprzedającego !!!""",positive
2391,"""ok""",positive
2392,"""super""",positive
2393,"""polecam""",positive
2394,"""Szybka dostawa. Polecam:)""",positive
2395,"""Szybko, solidnie. Polecam""",positive
2396,"""Ok """,positive
2397,"""Wszystko OK, polecam !""",positive
2398,"""POLECAM""",positive
2399,"""Wszystko O.K POLECAM""",positive
2400,"""Zakupy , towar i przesyłka bez zastrzeżeń.""",positive
2401,"""Polecam""",positive
2402,"""Ok""",positive
2403,"""Jak zawsze wszystko OK.""",positive
2404,"""wszystko OK""",positive
2405,"""Super szybka transakcja, produkty godny polecenia.""",positive
2406,"""Wszystko doskonale!""",positive
2407,"""Polecam """,positive
2408,"""Polecam""",positive
2409,"""Bardzo dobry sprzęt, polecam bo jestem zadowolony z zakupu.""",positive
2410,"""Mama bardzo zadowolona. Obsługa błyskawiczna. Towar zgodny z opisem. To jest profesjonalny sprzedawca. Komplet gwiazdek polecam!""",positive
2411,"""Wszystko w porządku. Szybka przesyłka. Polecam.""",positive
2412,"""Szybko i solidnie.""",positive
2413,"""Polecam!""",positive
2414,"""Wszystko ok! Polecam!""",positive
2415,"""polecam """,positive
2416,"""Sprawnie szybko zgodnie z opisem - polecam ... """,positive
2417,"""Bardzo dobrze i ładnie wykonany fotel. Szybka dostawa. """,positive
2418,"""wszystko ok. polecam""",positive
2419,"""super, polecam""",positive
2420,"""Polecam pełen profesionalizm.""",positive
2421,"""ok""",positive
2422,"""Produkt zgodny z opisem. Dostawa w terminie deklarowanym przez sprzedającego.""",positive
2423,"""Wszystko ok:) """,positive
2424,"""Super! Wszystko w porządku. Ekspres świetny. Polecam""",positive
2425,"""polecam """,positive
2426,"""okkkkk""",positive
2427,"""100% zadowolenia""",positive
2428,"""100% zadowolenia """,positive
2429,"""Polecam , szybka wysyłka , super cena """,positive
2430,"""myszka rewelacja. wysyłka błyskawiczna. Polecam tego Sprzedawcę """,positive
2431,"""Polecam !!!""",positive
2432,"""OK""",positive
2433,"""nie dostałam faktury /gwarancja/, Oprócz tego zakup dobry.""",positive
2434,"""Mój ulubiony sklep internetowy!!  Jeśli jest towar jaki potrzebuję to kupię tu.., bo wiem,  że zostanę obsłużona profesjonalnie. Jak nie ma, to wtedy dopiero szukam gdzie indziej..   Dlatego dziękuję im za to. :) """,positive
2435,"""Towar zgodny z opisem dobrze zabezpieczony na czas transportu - procesor idealny do wszystkich zastosowań, a w przypadku niewydolnej zintegrowanej grafiki przy np. bardziej wymagających grach, zawsze można kupić kartę graficzną""",positive
2436,"""Polecam, dobry towar i obsluga klienta perfekt""",positive
2437,"""Polecam""",positive
2438,"""OK""",positive
2439,"""Polecam !!!""",positive
2440,"""Szybko i sprawnie,  na razie ok , polecam .""",positive
2441,"""Poelcam.""",positive
2442,"""Polecam tego sprzedawcę. """,positive
2443,"""Wszystko zgodnie z opisem, błyskawiczna wysyłka/""",positive
2444,"""polecam tego sprzedawce""",positive
2445,"""Tanio i szybko. POLECAM!""",positive
2446,"""bardzo szybko !""",positive
2447,"""Extra !!!""",positive
2448,"""polecam""",positive
2449,"""polecam""",positive
2450,"""Dostawa następnego dnia.  SUPER. Polecam sprzedawcę.""",positive
2451,"""Miała być dostawa do Żabki a ze względu na gabaryt do odebrania w placówce PP. Kicha""",positive
2452,"""Super """,positive
2453,"""towar zgodny z opisem polecam """,positive
2454,"""Pierwszy raz się spotkałem z sytuacją że sprzedający w żaden sposób nie zabezpieczył wysyłanego towaru, nawet go nie zakleił, list przewozowy naklejony bezpośrednio na fabryczne opakowanie, pudełko w skrytce było całkiem otwarte . tylko dzięki uczciwości kuriera nie zostało okradzione. Jestem mocno rozczarowany. Co do sprzętu nie mam zastrzeżeń.""",positive
2455,"""Wysyłka sprawna i szybka. Sposób zabezpieczenia na czas transportu - wątpliwy. Kartonowe opakowanie głośnika fruwało w większym kartonowym pudle, bez żadnej stabilizacji, czy wypełnienia - bo trudno tak nazwać jeden pasek napompowanej folii.""",positive
2456,"""szybka wysyłka polecam """,positive
2457,"""Szybka wysyłka, towar zgodny z opisem. Polecam sprzedawcę """,positive
2458,"""Gorąco polecam allegrowicza szybka przesyłka miły kontakt, allegrowicz zna to przysłowie ""klient nasz pan"" gorąco polecam naprawdę warto na 101%pozdrawiam :o)""",positive
2459,"""Pięknie dziękujemy! Pozdrawiamy EDAN polskie grzejniki łazienkowe""",positive
2460,"""polecam""",positive
2461,"""Zwykły list ale doszło (i to w 2 dni robocze). Tacy allegrowicze podtrzymują wiarę w człowieka. Dziękuję""",positive
2462,"""Polecam!""",positive
2463,"""Polecam sprzedawcę !""",positive
2464,"""100 % oryginały - polecam :) """,positive
2465,"""bardzo szybka realizacja...produkt 100% z ogłoszenia , bezpiecznie zapakowany.""",positive
2466,"""Super """,positive
2467,"""Błyskawiczna wysyłka. Polecam.""",positive
2468,"""Wszystko ok! """,positive
2469,"""Pewny i sprawdzony sprzedawca. Polecam""",positive
2470,"""Expresowa dostawa. Polecam!""",positive
2471,"""Expresowa! Polecam!""",positive
2472,"""Bardzo fajna, mała lodówka. Polecam """,positive
2473,"""Super sprzęt! """,positive
2474,"""Super mop, polecam""",positive
2475,"""Szybka dostawa. Bardzo dobra cena. """,positive
2476,"""Wszystko ok polecam !!!""",positive
2477,"""dojechalo w 1 kawałku.Szybka wysylka,dzieki""",positive
2478,"""Szybka realizacja zamówienia, bezpieczna wysyłka, produkt zgodny z opisem Polecam""",positive
2479,"""Przy tej cenie bezkonkurencyjne słuchawki.""",positive
2480,"""Okap dostarczony na wskazany adres w dniu którym miałbyć dostarczony. Wysyłane wiadomości w jakich godzinach będzie paczka""",positive
2481,"""Wszystko OK""",positive
2482,"""Wszystko ok! POLECAM""",positive
2483,"""bardzo sprawnie""",positive
